QualityIndicatorName,QualityIndicatorId,LocationId,LocationParentId,ParentName,LocationName,OrgNumber,Value,PeriodType,MeasureName,MeasureType,TimeFrom,TimeTo
Pakkeforløp for kreft i spiserør og magesekk ,209,1084,1094,Helse Vest RHF,Helse Førde HF,983974732,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-05-01T00:00:00,2018-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1099,1043,Helse Sør-Øst RHF,Diakonhjemmet sykehus AS,982791952,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2017-05-01T00:00:00,2017-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,66.66,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2017-05-01T00:00:00,2017-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1081,1093,Helse Midt-Norge RHF,Helse Nord-Trøndelag HF,983974791,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2017-05-01T00:00:00,2017-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1595,1094,Helse Vest RHF,Haraldsplass Diakonale Sykehus AS,984027737,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2017-05-01T00:00:00,2017-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1595,1094,Helse Vest RHF,Haraldsplass Diakonale Sykehus AS,984027737,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1081,1093,Helse Midt-Norge RHF,Helse Nord-Trøndelag HF,983974791,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1406,1043,Helse Sør-Øst RHF,Vestre Viken HF,894166762,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1099,1043,Helse Sør-Øst RHF,Diakonhjemmet sykehus AS,982791952,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1089,1043,Helse Sør-Øst RHF,Sykehuset i Østfold HF,983971768,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1074,1043,Helse Sør-Øst RHF,Sykehuset i Telemark HF,983975267,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1078,1129,Helse Nord RHF,Nordlandssykehuset HF,983974910,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1077,1129,Helse Nord RHF,Helgelandssykehuset HF,983974929,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1086,1094,Helse Vest RHF,Helse Fonna HF,983974694,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1084,1094,Helse Vest RHF,Helse Førde HF,983974732,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1595,1094,Helse Vest RHF,Haraldsplass Diakonale Sykehus AS,984027737,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1081,1093,Helse Midt-Norge RHF,Helse Nord-Trøndelag HF,983974791,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1595,1094,Helse Vest RHF,Haraldsplass Diakonale Sykehus AS,984027737,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-05-01T00:00:00,2018-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1074,1043,Helse Sør-Øst RHF,Sykehuset i Telemark HF,983975267,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1080,1129,Helse Nord RHF,Finnmarkssykehuset HF,983974880,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2017-01-01T00:00:00,2017-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1078,1129,Helse Nord RHF,Nordlandssykehuset HF,983974910,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2017-01-01T00:00:00,2017-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1077,1129,Helse Nord RHF,Helgelandssykehuset HF,983974929,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2017-01-01T00:00:00,2017-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1087,1094,Helse Vest RHF,Helse Stavanger HF,983974678,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2017-01-01T00:00:00,2017-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2017-01-01T00:00:00,2017-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2017-01-01T00:00:00,2017-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1099,1043,Helse Sør-Øst RHF,Diakonhjemmet sykehus AS,982791952,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2017-01-01T00:00:00,2017-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1089,1043,Helse Sør-Øst RHF,Sykehuset i Østfold HF,983971768,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2017-01-01T00:00:00,2017-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1074,1043,Helse Sør-Øst RHF,Sykehuset i Telemark HF,983975267,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2017-01-01T00:00:00,2017-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1078,1129,Helse Nord RHF,Nordlandssykehuset HF,983974910,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2017-05-01T00:00:00,2017-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1077,1129,Helse Nord RHF,Helgelandssykehuset HF,983974929,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2017-05-01T00:00:00,2017-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1084,1094,Helse Vest RHF,Helse Førde HF,983974732,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2017-05-01T00:00:00,2017-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1099,1043,Helse Sør-Øst RHF,Diakonhjemmet sykehus AS,982791952,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1081,1093,Helse Midt-Norge RHF,Helse Nord-Trøndelag HF,983974791,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-05-01T00:00:00,2018-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-05-01T00:00:00,2018-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1099,1043,Helse Sør-Øst RHF,Diakonhjemmet sykehus AS,982791952,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-05-01T00:00:00,2018-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1090,1043,Helse Sør-Øst RHF,Sykehuset Innlandet HF,983971709,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-05-01T00:00:00,2018-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1089,1043,Helse Sør-Øst RHF,Sykehuset i Østfold HF,983971768,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-05-01T00:00:00,2018-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1076,1043,Helse Sør-Øst RHF,Sørlandet sykehus HF,983975240,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-05-01T00:00:00,2018-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1074,1043,Helse Sør-Øst RHF,Sykehuset i Telemark HF,983975267,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-05-01T00:00:00,2018-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1078,1129,Helse Nord RHF,Nordlandssykehuset HF,983974910,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-09-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1077,1129,Helse Nord RHF,Helgelandssykehuset HF,983974929,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-09-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1084,1094,Helse Vest RHF,Helse Førde HF,983974732,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-09-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1595,1094,Helse Vest RHF,Haraldsplass Diakonale Sykehus AS,984027737,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-09-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1081,1093,Helse Midt-Norge RHF,Helse Nord-Trøndelag HF,983974791,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-09-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-09-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-09-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1099,1043,Helse Sør-Øst RHF,Diakonhjemmet sykehus AS,982791952,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-09-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-05-01T00:00:00,2018-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1090,1043,Helse Sør-Øst RHF,Sykehuset Innlandet HF,983971709,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-09-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1075,1043,Helse Sør-Øst RHF,Sykehuset i Vestfold HF,983975259,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-09-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1074,1043,Helse Sør-Øst RHF,Sykehuset i Telemark HF,983975267,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-09-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1076,1043,Helse Sør-Øst RHF,Sørlandet sykehus HF,983975240,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2018-09-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1093,1404,Hele landet,Helse Midt-Norge RHF,983658776,,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2015-05-01T00:00:00,2015-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1089,1043,Helse Sør-Øst RHF,Sykehuset i Østfold HF,983971768,83.33,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2015-09-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1076,1043,Helse Sør-Øst RHF,Sørlandet sykehus HF,983975240,50,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2015-09-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,79.16,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2015-09-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1079,1129,Helse Nord RHF,Universitetssykehuset Nord-Norge HF,983974899,87.5,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-01-01T00:00:00,2016-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1078,1129,Helse Nord RHF,Nordlandssykehuset HF,983974910,60,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-01-01T00:00:00,2016-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1086,1094,Helse Vest RHF,Helse Fonna HF,983974694,40,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-01-01T00:00:00,2016-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1085,1094,Helse Vest RHF,Helse Bergen HF,983974724,66.66,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-01-01T00:00:00,2016-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1084,1094,Helse Vest RHF,Helse Førde HF,983974732,80,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-01-01T00:00:00,2016-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1408,1093,Helse Midt-Norge RHF,St. Olavs Hospital HF,883974832,91.66,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-01-01T00:00:00,2016-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1081,1093,Helse Midt-Norge RHF,Helse Nord-Trøndelag HF,983974791,66.66,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-01-01T00:00:00,2016-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,71.42,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-01-01T00:00:00,2016-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1406,1043,Helse Sør-Øst RHF,Vestre Viken HF,894166762,83.33,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-01-01T00:00:00,2016-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1092,1043,Helse Sør-Øst RHF,Akershus universitetssykehus HF,983971636,83.33,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-01-01T00:00:00,2016-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1090,1043,Helse Sør-Øst RHF,Sykehuset Innlandet HF,983971709,77.77,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-01-01T00:00:00,2016-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1076,1043,Helse Sør-Øst RHF,Sørlandet sykehus HF,983975240,50,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-01-01T00:00:00,2016-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1075,1043,Helse Sør-Øst RHF,Sykehuset i Vestfold HF,983975259,100,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-01-01T00:00:00,2016-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,73.68,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-01-01T00:00:00,2016-04-30T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1079,1129,Helse Nord RHF,Universitetssykehuset Nord-Norge HF,983974899,91.66,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1085,1094,Helse Vest RHF,Helse Bergen HF,983974724,73.68,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1084,1094,Helse Vest RHF,Helse Førde HF,983974732,60,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1408,1093,Helse Midt-Norge RHF,St. Olavs Hospital HF,883974832,100,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,83.33,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1092,1043,Helse Sør-Øst RHF,Akershus universitetssykehus HF,983971636,71.42,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1090,1043,Helse Sør-Øst RHF,Sykehuset Innlandet HF,983971709,75,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1076,1043,Helse Sør-Øst RHF,Sørlandet sykehus HF,983975240,77.77,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1075,1043,Helse Sør-Øst RHF,Sykehuset i Vestfold HF,983975259,87.5,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,93.75,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-05-01T00:00:00,2016-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1092,1043,Helse Sør-Øst RHF,Akershus universitetssykehus HF,983971636,100,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2015-09-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1079,1129,Helse Nord RHF,Universitetssykehuset Nord-Norge HF,983974899,90,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1406,1043,Helse Sør-Øst RHF,Vestre Viken HF,894166762,55.55,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2015-09-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1085,1094,Helse Vest RHF,Helse Bergen HF,983974724,75,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2015-09-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1079,1129,Helse Nord RHF,Universitetssykehuset Nord-Norge HF,983974899,90.9,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2015-05-01T00:00:00,2015-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1085,1094,Helse Vest RHF,Helse Bergen HF,983974724,44.44,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2015-05-01T00:00:00,2015-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1090,1043,Helse Sør-Øst RHF,Sykehuset Innlandet HF,983971709,50,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2015-05-01T00:00:00,2015-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,94.73,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2015-05-01T00:00:00,2015-08-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1079,1129,Helse Nord RHF,Universitetssykehuset Nord-Norge HF,983974899,77.77,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2015-09-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1408,1093,Helse Midt-Norge RHF,St. Olavs Hospital HF,883974832,100,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2015-09-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1087,1094,Helse Vest RHF,Helse Stavanger HF,983974678,42.85,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1085,1094,Helse Vest RHF,Helse Bergen HF,983974724,61.9,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Pakkeforløp for kreft i spiserør og magesekk ,209,1408,1093,Helse Midt-Norge RHF,St. Olavs Hospital HF,883974832,86.36,Tertialvis,Andel pakkeforløp for kreft i spiserør og magesekk gjennomført innen maksimal anbefalt forløpstid,%,2016-09-01T00:00:00,2016-12-31T00:00:00
